customer_id,gender,date,value,predicted_gender
1153,1,1/7/17 14:56,10.89,1
1154,0,1/7/17 15:07,204.36,1
1155,0,1/7/17 15:57,356,1
1156,1,1/7/17 16:23,439.64,1
1157,1,1/7/17 16:32,134,1
1158,1,1/7/17 16:48,184.15,1
1159,0,1/7/17 17:09,142,1
1160,1,1/7/17 18:36,250,1
1161,1,1/7/17 18:38,400.87,1
1162,0,1/7/17 18:43,139,0
1163,0,1/7/17 19:09,182.8,1
1164,0,1/7/17 19:43,747.5,0
1165,1,1/7/17 22:41,234,0
1102,0,1/7/17 23:15,235.6,0
1166,0,1/7/17 23:26,491.5,0
1166,0,1/7/17 23:40,278,0
1167,1,1/7/17 23:50,122.8,1
1095,1,1/8/17 0:17,284.8,1
1168,1,1/8/17 0:41,193.8,1
1169,1,1/8/17 1:07,248,0
1170,0,1/8/17 1:17,757.8,1
1171,0,1/8/17 2:07,316.3,0
1172,0,1/8/17 4:39,148,1
1173,1,1/8/17 14:36,206,1
1174,1,1/8/17 15:57,278.2,1
1175,0,1/8/17 16:27,253.91,1
1176,1,1/8/17 16:48,281.3,1
1177,1,1/8/17 17:46,339.6,1
1178,0,1/8/17 18:37,926.92,1
1179,1,1/8/17 19:02,182.8,1
1180,0,1/8/17 20:13,10.8,0
1181,1,1/8/17 21:47,165.2,1
1182,1,1/8/17 22:19,197,1
1183,0,1/8/17 22:52,592,0
1184,1,1/8/17 23:16,83.5,1
1127,1,1/8/17 23:44,10,1
1185,1,1/9/17 0:12,78,1
1186,0,1/9/17 1:08,550,1
1187,1,1/9/17 1:36,143.65,1
1188,1,1/9/17 2:32,215.57,1
1189,0,1/9/17 2:46,109,0
1190,0,1/9/17 3:18,312.85,0
1191,1,1/9/17 4:56,589.6,1
1192,1,1/9/17 5:14,982,1
1193,1,1/9/17 5:36,10.89,1
1194,1,1/9/17 10:39,512,0
1195,1,1/9/17 11:34,250.8,0
1196,0,1/9/17 15:01,596,1
1197,1,1/9/17 16:12,350.8,1
1198,1,1/9/17 17:05,368,0
1199,1,1/9/17 17:19,250,1
1200,0,1/9/17 17:37,535.6,1
1201,1,1/9/17 17:47,603.17,1
1202,1,1/9/17 18:33,368,1
1203,0,1/9/17 18:34,1008.6,1
1204,1,1/9/17 18:38,188,1
1205,1,1/9/17 19:03,90.1,1
1206,1,1/9/17 19:27,356,1
1207,1,1/9/17 19:46,133.7,1
1208,1,1/9/17 20:45,469,1
1209,1,1/9/17 21:00,354.93,0
1210,1,1/9/17 21:17,143.2,1
1211,1,1/9/17 21:27,182.91,1
1212,0,1/9/17 21:30,116.8,1
1213,0,1/9/17 21:49,278.2,1
1214,0,1/9/17 22:41,174.33,1
1215,1,1/10/17 0:13,496.48,1
1216,1,1/10/17 1:57,595.4,1
1217,0,1/10/17 2:35,168,0
1218,0,1/10/17 2:38,896.8,1
1219,1,1/10/17 2:58,202,1
1220,1,1/10/17 3:55,293.09,1
1221,1,1/10/17 4:09,269.2,1
1222,0,1/10/17 4:42,172.02,0
1223,0,1/10/17 9:56,379.72,0
1224,0,1/10/17 10:46,466,0
1225,1,1/10/17 13:35,248,1
1226,0,1/10/17 13:44,10,1
1227,1,1/10/17 13:55,248,0
1228,0,1/10/17 14:28,166,0
1229,1,1/10/17 14:51,124,1
1230,1,1/10/17 16:10,285.4,1
1231,1,1/10/17 16:28,504,0
1232,0,1/10/17 16:49,256,1
1233,1,1/10/17 17:23,20,0
1234,1,1/10/17 17:26,226.46,1
1235,0,1/10/17 17:39,494,0
1236,0,1/10/17 18:12,270.01,1
1237,1,1/10/17 18:12,358.8,1
1238,0,1/10/17 18:20,248,1
1239,0,1/10/17 18:31,346,1
1240,0,1/10/17 18:34,224.2,1
1241,1,1/10/17 18:49,1072,1
1242,1,1/10/17 19:23,1530,1
1243,0,1/10/17 19:31,434,0
1244,1,1/10/17 19:38,84,1
1245,0,1/10/17 19:41,263.7,1
1246,0,1/10/17 19:48,1871.92,1
1247,1,1/10/17 20:06,693.35,1
1248,0,1/10/17 20:09,10,0
1249,0,1/10/17 20:26,179.2,1
1250,1,1/10/17 20:39,497.37,0
1251,0,1/10/17 20:41,183,0
1167,1,1/10/17 21:08,208,1
1252,0,1/10/17 21:09,384.33,0
1253,1,1/10/17 21:27,10,1
1254,0,1/10/17 21:47,98.5,1
1255,1,1/10/17 21:51,182.91,1
1256,1,1/10/17 21:56,309.2,1
1069,1,1/10/17 22:17,258,1
1257,1,1/10/17 22:29,108,1
1258,0,1/10/17 22:38,426.8,1
1259,1,1/10/17 22:43,603.17,1
1260,1,1/10/17 22:43,161.2,1
1261,0,1/10/17 22:48,517.02,1
1262,0,1/10/17 23:14,10.89,0
1263,0,1/10/17 23:17,264.89,1
1264,1,1/10/17 23:50,782.61,0
1265,0,1/10/17 23:58,397.51,0
1266,1,1/11/17 1:16,237,0
1267,1,1/11/17 1:18,243.8,1
1268,0,1/11/17 1:44,1004,0
1269,1,1/11/17 1:49,278,1
1270,0,1/11/17 2:26,100,0
1271,1,1/11/17 3:03,138,1
1272,0,1/11/17 4:31,258,0
1273,0,1/11/17 4:33,436,1
1274,1,1/11/17 4:35,282.22,1
1275,1,1/11/17 5:14,152.2,1
1276,1,1/11/17 6:45,198,1
1277,0,1/11/17 11:07,162.8,0
1278,0,1/11/17 12:02,424.4,1
1279,0,1/11/17 14:13,10,1
1280,0,1/11/17 14:15,149,0
1281,1,1/11/17 14:19,664,1
1165,1,1/11/17 14:50,208,0
1282,0,1/11/17 14:57,225.94,1
1283,0,1/11/17 15:01,476,1
1284,1,1/11/17 15:03,215.57,1
1285,1,1/11/17 15:38,490.81,1
1286,0,1/11/17 15:39,224.2,1
1287,0,1/11/17 15:45,670,0
1288,1,1/11/17 17:54,204.69,0
1289,1,1/11/17 17:59,169,1
1290,1,1/11/17 18:15,168,0
1291,1,1/11/17 18:59,315.3,1
1292,1,1/11/17 19:47,258,1
1293,1,1/11/17 20:25,122.8,1
1294,1,1/11/17 20:40,692,1
1295,1,1/11/17 21:44,150,0
1101,1,1/11/17 22:02,176,1
1296,0,1/11/17 22:39,170.8,1
1147,0,1/11/17 22:43,490.81,0
1297,1,1/12/17 0:05,734,1
1180,0,1/12/17 1:20,112.32,0
1298,1,1/12/17 1:36,898.93,0
1034,1,1/12/17 2:05,226,1
1299,0,1/12/17 3:39,10.89,0
1300,1,1/12/17 4:34,168,1
1301,0,1/12/17 4:47,156,0
1302,1,1/12/17 4:47,203.5,1
1303,1,1/12/17 4:57,740.6,1
1304,1,1/12/17 5:19,10,1
1305,0,1/12/17 7:19,704,0
1306,1,1/12/17 12:53,376.71,0
1307,1,1/12/17 13:38,10.74,1
1054,1,1/12/17 14:22,10,1
1308,1,1/12/17 14:29,622,0
1309,0,1/12/17 14:58,366.4,1
1310,1,1/12/17 15:19,426.25,0
1311,1,1/12/17 15:39,233.2,1
1312,1,1/12/17 16:23,1562.5,1
1313,1,1/12/17 16:27,774,0
1193,1,1/12/17 16:38,291.79,1
1314,1,1/12/17 16:45,269.25,1
1315,1,1/12/17 16:45,215.57,1
1316,0,1/12/17 17:02,10,1
1317,0,1/12/17 17:43,248,0
1318,0,1/12/17 17:43,195.52,0
1319,0,1/12/17 18:16,244.1,1
1320,0,1/12/17 18:37,524,0
1321,1,1/12/17 18:39,270.01,1
1322,1,1/12/17 18:57,280.9,0
1323,1,1/12/17 19:34,258,1
1324,1,1/12/17 20:22,184.15,1
1325,0,1/12/17 20:43,10,0
1326,1,1/12/17 20:50,217,1
1327,1,1/12/17 21:57,662,1
1328,0,1/12/17 22:13,302.32,0
1329,0,1/12/17 22:53,224.2,1
1330,0,1/12/17 23:28,550.91,1
1331,1,1/12/17 23:51,268,1
1332,1,1/13/17 0:55,298,1
1333,1,1/13/17 1:01,634,1
1334,1,1/13/17 2:00,240.5,1
1335,1,1/13/17 2:49,10,0
1336,1,1/13/17 3:03,476,1
1337,1,1/13/17 3:13,1208.51,1
1338,0,1/13/17 3:13,206.8,1
1339,1,1/13/17 3:13,109,1
1340,1,1/13/17 3:15,648.8,1
1338,0,1/13/17 3:15,94,1
1341,0,1/13/17 3:17,268,1
1342,0,1/13/17 3:17,280.9,1
1263,0,1/13/17 3:33,359.45,1
1074,1,1/13/17 4:00,198,1
1343,0,1/13/17 4:14,313.56,0
1344,1,1/13/17 4:52,150,1
1345,0,1/13/17 6:25,598.5,1
1346,1,1/13/17 7:08,724,1
1347,1,1/13/17 7:35,590.58,0
1348,1,1/13/17 11:31,1698.8,1
1349,1,1/13/17 14:34,250,0
1350,1,1/13/17 15:08,612.65,1
1209,1,1/13/17 15:38,387.6,0
1351,0,1/13/17 16:08,10,0
1352,0,1/13/17 16:16,890,1
1353,0,1/13/17 17:03,150,1
1354,1,1/13/17 17:19,471.5,1
1355,0,1/13/17 17:20,302.89,1
1356,1,1/13/17 17:40,305.2,0
1357,1,1/13/17 18:49,318,1
1358,0,1/13/17 18:54,186,0
1155,0,1/13/17 19:31,456,1
1135,0,1/13/17 19:31,226,0
1134,1,1/13/17 19:47,178,1
1359,0,1/13/17 20:34,134,1
1360,1,1/13/17 20:41,10,1
1361,0,1/13/17 20:41,639,0
1362,0,1/13/17 20:43,238.42,0
1363,1,1/13/17 20:50,226,1
1364,1,1/13/17 20:59,446,1
1365,1,1/13/17 21:02,411.8,1
1366,1,1/13/17 21:04,10.89,1
1367,0,1/13/17 21:09,10,1
1368,1,1/13/17 21:41,98.2,0
1369,0,1/13/17 22:36,215.57,1
1370,0,1/13/17 22:52,194.6,0
1371,1,1/13/17 22:59,463.92,1
1372,1,1/13/17 23:12,1030,1
1373,1,1/13/17 23:12,288,1
1374,0,1/13/17 23:21,560.7,1
1375,1,1/13/17 23:36,298,1
1376,0,1/13/17 23:53,248,1
1377,1,1/14/17 0:17,10.89,1
1378,0,1/14/17 0:51,302.67,0
1058,0,1/14/17 0:56,457.5,0
1379,0,1/14/17 1:04,168,0
1380,0,1/14/17 2:00,319.6,0
1285,1,1/14/17 2:25,133.7,1
1381,0,1/14/17 2:40,198,0
1382,1,1/14/17 3:14,154.72,0
1383,0,1/14/17 3:34,180.81,1
1384,1,1/14/17 3:59,314,1
1192,1,1/14/17 5:08,840,1
1385,0,1/14/17 9:21,594,0
1386,1,1/14/17 12:43,510,1
1387,1,1/14/17 15:40,1004,0
1107,0,1/14/17 15:58,540.02,0
1388,0,1/14/17 16:13,258,0
1389,1,1/14/17 16:18,409.37,1
1390,1,1/14/17 18:45,150,1
1391,1,1/14/17 19:07,292.8,1
1392,1,1/14/17 19:11,111.52,1
1393,0,1/14/17 19:18,503.4,0
1394,0,1/14/17 21:09,316,1
1395,0,1/14/17 21:25,270.01,1
1396,0,1/14/17 21:34,882,0
1397,1,1/14/17 21:44,10,1
1398,1,1/14/17 21:46,10.89,1
1399,0,1/14/17 22:09,350.2,0
1186,0,1/14/17 22:21,494,1
1400,1,1/14/17 22:32,258,0
1401,0,1/14/17 22:32,10,1
1402,1,1/14/17 22:41,298,1
1279,0,1/14/17 23:07,168,1
1403,1,1/15/17 0:06,268,1
1403,1,1/15/17 0:24,0,1
1404,1,1/15/17 1:19,164.5,1
1405,0,1/15/17 1:30,401.5,0
1406,1,1/15/17 1:48,160.12,1
1407,0,1/15/17 3:23,233.2,1
1408,1,1/15/17 3:29,188.2,1
1409,0,1/15/17 3:59,265.3,1
1410,0,1/15/17 14:19,283.6,0
1411,0,1/15/17 15:48,182.8,1
1412,0,1/15/17 15:57,278.2,0
1413,0,1/15/17 17:54,10,0
1164,0,1/15/17 17:56,338,0
1414,0,1/15/17 18:41,139,1
1415,1,1/15/17 20:29,270.01,1
1416,1,1/15/17 20:40,517.06,1
1417,1,1/15/17 21:05,100,0
1418,1,1/15/17 21:11,1856,1
1419,1,1/15/17 21:53,444.8,1
1420,0,1/15/17 22:28,404,0
1154,0,1/15/17 23:01,91.52,1
1421,0,1/15/17 23:09,604,0
1422,0,1/15/17 23:20,228,0
1423,1,1/15/17 23:33,64,1
1424,1,1/16/17 0:03,168,1
1425,0,1/16/17 0:24,519.8,0
1426,1,1/16/17 0:31,446,0
1427,0,1/16/17 1:39,170.8,0
1428,0,1/16/17 1:52,298,0
1429,1,1/16/17 2:34,118.89,0
1430,1,1/16/17 2:39,364,0
1431,1,1/16/17 2:54,308,1
1432,1,1/16/17 2:58,10,1
1433,0,1/16/17 3:22,522,1
1434,1,1/16/17 4:17,146,0
1435,0,1/16/17 5:52,198,1
1436,0,1/16/17 11:29,324.91,1
1437,0,1/16/17 14:27,1117,0
1438,0,1/16/17 16:47,407,1
1439,0,1/16/17 16:55,124,0
1440,0,1/16/17 17:23,10,1
1441,0,1/16/17 17:29,376,1
1441,0,1/16/17 17:35,348.8,1
1442,0,1/16/17 18:25,10,1
1443,0,1/16/17 18:27,179.2,0
1444,0,1/16/17 18:54,260.2,1
1445,0,1/16/17 18:56,206,0
1446,1,1/16/17 19:06,659.8,1
1447,1,1/16/17 19:27,436,1
1448,1,1/16/17 19:48,10,1
1449,1,1/16/17 19:52,168,1
1450,0,1/16/17 20:05,326,0
1451,1,1/16/17 20:06,229.6,1
1452,0,1/16/17 20:16,438.11,1
1453,1,1/16/17 20:18,528.4,1
1454,0,1/16/17 21:03,112.6,1
1300,1,1/16/17 21:13,274,1
1455,0,1/16/17 21:14,98,0
1456,0,1/16/17 21:44,1000,0
1457,1,1/16/17 21:51,215.57,1
1458,1,1/16/17 22:00,208,1
1257,1,1/16/17 22:19,98,1
1459,0,1/16/17 23:04,10.89,0
1460,1,1/16/17 23:31,458.2,1
1461,1,1/16/17 23:51,281.25,1
1462,0,1/17/17 0:01,320.8,0
1463,0,1/17/17 0:35,144,1
1464,0,1/17/17 0:50,208,0
1465,0,1/17/17 1:03,168,1
1466,1,1/17/17 1:06,589,1
1467,0,1/17/17 1:08,253.9,0
1468,1,1/17/17 1:53,10,1
1469,0,1/17/17 1:59,10,0
1470,0,1/17/17 2:00,387.6,0
1471,1,1/17/17 2:34,354,0
1472,0,1/17/17 3:39,98.5,1
1473,0,1/17/17 3:45,1187.28,0
1474,1,1/17/17 3:57,852,1
1475,0,1/17/17 4:00,1629.5,0
1476,1,1/17/17 4:46,208,0
1477,0,1/17/17 4:49,336,0
1076,0,1/17/17 7:43,178,1
1478,0,1/17/17 11:12,496.4,1
1479,0,1/17/17 12:35,258,0
1480,1,1/17/17 14:06,280.25,1
1481,1,1/17/17 15:31,268,1
1482,1,1/17/17 17:07,263,1
1483,1,1/17/17 17:44,288,1
1076,0,1/17/17 17:49,366,1
1484,0,1/17/17 17:59,117.1,1
1485,1,1/17/17 18:18,269.2,1
1486,1,1/17/17 18:41,10,1
1487,0,1/17/17 19:33,198,1
1488,0,1/17/17 21:07,198,0
1489,0,1/17/17 21:22,10.89,0
1203,0,1/17/17 21:58,226,1
1490,1,1/17/17 22:15,291.79,1
1491,1,1/18/17 1:06,168,1
1492,0,1/18/17 1:33,516.5,1
1413,0,1/18/17 1:39,268,0
1493,0,1/18/17 1:42,168,0
1494,0,1/18/17 2:10,463.81,0
1494,0,1/18/17 2:12,463.81,0
1495,1,1/18/17 2:14,312.4,1
1496,0,1/18/17 2:31,176,1
1497,0,1/18/17 3:21,269.2,1
1498,0,1/18/17 3:26,149,0
1101,1,1/18/17 3:31,108,1
1047,1,1/18/17 3:46,210.67,1
1499,0,1/18/17 5:47,258,0
1500,1,1/18/17 12:28,204.69,1
1501,0,1/18/17 13:20,89.2,1
1502,0,1/18/17 13:30,698.98,1
1503,0,1/18/17 14:24,388,0
1250,1,1/18/17 15:10,196,0
1504,1,1/18/17 15:20,248,1
1505,0,1/18/17 15:53,268,0
1506,0,1/18/17 16:42,270.01,0
1507,0,1/18/17 16:49,845.76,1
1508,1,1/18/17 17:07,614,1
1509,0,1/18/17 19:04,129,1
1510,0,1/18/17 19:25,205.52,0
1511,1,1/18/17 20:04,753,1
1512,1,1/18/17 20:28,248,1
1513,1,1/18/17 21:04,138,1
1514,1,1/18/17 21:15,78,1
1515,1,1/18/17 22:21,10,1
1516,0,1/18/17 22:36,188.2,1
1517,0,1/18/17 22:39,182.91,0
1518,0,1/18/17 22:45,431.17,0
1519,0,1/18/17 23:06,188.5,1
1520,0,1/18/17 23:20,1075.5,1
1520,0,1/18/17 23:25,168,1
1521,1,1/18/17 23:46,10,1
1522,1,1/19/17 0:26,10,1
1523,0,1/19/17 0:34,294.8,0
1524,0,1/19/17 0:57,143.65,0
1525,0,1/19/17 1:05,148.8,1
1526,1,1/19/17 2:22,118,1
1527,0,1/19/17 2:43,208,1
1528,1,1/19/17 2:46,479.5,1
1529,1,1/19/17 3:21,892,1
1530,0,1/19/17 3:59,298,0
1531,1,1/19/17 4:14,10,1
1532,0,1/19/17 4:57,491,1
1533,0,1/19/17 5:08,328.37,1
1063,1,1/19/17 6:11,242,1
1534,0,1/19/17 8:50,293.5,0
1535,0,1/19/17 12:02,247.3,0
1536,0,1/19/17 13:48,157.6,0
1441,0,1/19/17 13:50,181,1
1537,0,1/19/17 13:52,324.45,0
1538,1,1/19/17 14:03,199.15,1
1539,0,1/19/17 14:33,188.5,1
1338,0,1/19/17 15:01,184.75,1
1540,0,1/19/17 15:01,83.5,1
1541,1,1/19/17 15:11,141.1,0
1542,0,1/19/17 15:14,137.29,1
1543,0,1/19/17 15:32,1461,1
1544,0,1/19/17 15:54,729.5,1
1545,0,1/19/17 16:46,224.2,1
1546,1,1/19/17 16:55,210.37,1
1547,1,1/19/17 16:57,83.5,1
1548,1,1/19/17 16:57,358.75,1
1549,1,1/19/17 17:04,277,1
1550,0,1/19/17 17:05,388,0
1551,0,1/19/17 17:39,68.5,1
1552,1,1/19/17 17:39,256,1
1553,1,1/19/17 17:45,90.1,1
1554,1,1/19/17 17:50,412.19,1
1555,0,1/19/17 18:13,83.5,0
1556,1,1/19/17 18:23,568.44,1
1557,1,1/19/17 18:24,188.5,1
1558,0,1/19/17 18:28,254.8,1
1559,1,1/19/17 18:32,146.12,1
1560,0,1/19/17 18:33,150,1
1526,1,1/19/17 18:33,164.4,1
1561,1,1/19/17 18:35,158.5,1
1562,0,1/19/17 18:38,128.5,0
1563,1,1/19/17 18:48,397.94,1
1368,1,1/19/17 18:51,94.6,0
1564,1,1/19/17 18:54,238,0
1565,1,1/19/17 18:59,371.5,1
1566,0,1/19/17 19:04,10,1
1567,0,1/19/17 19:05,139.6,0
1568,1,1/19/17 19:08,309.25,0
1569,1,1/19/17 19:20,262,1
1101,1,1/19/17 19:22,260,1
1570,1,1/19/17 19:22,379.5,1
1571,0,1/19/17 19:27,199.02,0
1572,0,1/19/17 19:32,291.79,1
1573,1,1/19/17 19:40,213.4,0
1574,1,1/19/17 19:45,335,1
1575,0,1/19/17 20:05,151,1
1576,1,1/19/17 20:05,376.71,1
1577,0,1/19/17 20:06,363.66,1
1578,1,1/19/17 20:12,256,1
1579,1,1/19/17 20:15,783.99,1
1580,0,1/19/17 20:27,203.5,0
1247,1,1/19/17 20:27,1450.74,1
1188,1,1/19/17 20:36,88,1
1581,0,1/19/17 20:43,359.5,0
1048,0,1/19/17 20:44,1267.5,0
1582,1,1/19/17 20:57,166,1
1583,1,1/19/17 21:08,187.6,1
1584,1,1/19/17 21:18,261.25,0
1585,1,1/19/17 21:28,128.5,1
1529,1,1/19/17 21:28,65.12,1
1403,1,1/19/17 21:29,143.5,1
1586,1,1/19/17 21:34,402.4,1
1587,1,1/19/17 21:38,188.87,1
1588,0,1/19/17 21:46,188.5,0
1589,0,1/19/17 22:10,364.6,1
1590,0,1/19/17 22:12,94.6,0
1591,0,1/19/17 22:15,168,1
1592,0,1/19/17 22:36,172,0
1593,1,1/19/17 22:41,350.6,0
1594,1,1/19/17 23:06,814.8,1
1595,0,1/19/17 23:28,692.45,1
1596,0,1/19/17 23:51,232,1
1597,0,1/20/17 0:23,91.75,0
1598,1,1/20/17 0:26,316.5,0
1598,1,1/20/17 0:32,126.1,0
1599,0,1/20/17 1:07,142,0
1600,1,1/20/17 1:18,231.44,0
1340,1,1/20/17 1:20,298,1
1601,1,1/20/17 1:45,453.06,1
1602,0,1/20/17 1:48,280,0
1603,1,1/20/17 1:59,391.37,1
1604,0,1/20/17 2:02,208,0
1605,1,1/20/17 2:10,344.5,1
1606,0,1/20/17 2:34,220.75,1
1607,0,1/20/17 2:39,156.89,1
1608,0,1/20/17 3:05,317.48,0
1609,0,1/20/17 3:12,229.73,1
1424,1,1/20/17 3:27,151,1
1610,1,1/20/17 3:30,161.6,1
1611,1,1/20/17 3:49,532.8,0
1612,1,1/20/17 4:30,151,1
1613,1,1/20/17 5:06,322,1
1614,0,1/20/17 5:34,166,1
1615,0,1/20/17 5:52,272,0
1003,1,1/20/17 5:56,425.5,1
1616,1,1/20/17 6:13,357.1,1
1617,0,1/20/17 7:42,715.97,1
1618,0,1/20/17 10:41,450.5,0
1619,0,1/20/17 11:47,480.2,1
1620,1,1/20/17 12:01,131.5,1
1621,1,1/20/17 13:17,251.15,1
1622,0,1/20/17 13:36,110,1
1382,1,1/20/17 14:05,130.6,0
1623,1,1/20/17 14:30,456.07,1
1624,1,1/20/17 14:43,270.55,1
1625,0,1/20/17 14:45,338,1
1043,1,1/20/17 14:59,76.37,1
1626,0,1/20/17 15:13,99.1,1
1627,1,1/20/17 15:42,103,1
1628,0,1/20/17 15:56,106.75,1
1629,0,1/20/17 15:59,130.6,1
1630,1,1/20/17 16:01,469,1
1631,1,1/20/17 16:04,1372.97,1
